Season,Date,LeftTeam,LeftScore,RightScore,RightTeam,Overtime
2019-2020,2019-10-26,Atlanta Hawks,103,99,Orlando Magic,0OT
2019-2020,2019-10-26,New York Knicks,95,118,Boston Celtics,0OT
2019-2020,2019-10-26,Chicago Bulls,84,108,Toronto Raptors,0OT
2019-2020,2019-10-26,Cleveland Cavaliers,110,99,Indiana Pacers,0OT
2019-2020,2019-10-26,Houston Rockets,126,123,New Orleans Pelicans,0OT
2019-2020,2019-10-26,San Antonio Spurs,124,122,Washington Wizards,0OT
2019-2020,2019-10-26,Utah Jazz,113,81,Sacramento Kings,0OT
2019-2020,2019-10-26,Phoenix Suns,130,122,Los Angeles Clippers,0OT
2019-2020,2019-10-27,Oklahoma City Thunder,120,92,Golden State Warriors,0OT
2019-2020,2019-10-27,Memphis Grizzlies,134,133,Brooklyn Nets,1OT
2019-2020,2019-10-27,Dallas Mavericks,119,121,Portland Trail Blazers,0OT
2019-2020,2019-10-27,Minnesota Timberwolves,116,109,Miami Heat,0OT
2019-2020,2019-10-27,Los Angeles Lakers,120,101,Charlotte Hornets,0OT
2019-2020,2019-10-28,New York Knicks,105,98,Chicago Bulls,0OT
2019-2020,2019-10-28,Detroit Pistons,96,94,Indiana Pacers,0OT
2019-2020,2019-10-28,Toronto Raptors,104,95,Orlando Magic,0OT
2019-2020,2019-10-28,Atlanta Hawks,103,105,Philadelphia 76ers,0OT
2019-2020,2019-10-28,Houston Rockets,116,112,Oklahoma City Thunder,0OT
2019-2020,2019-10-28,Milwaukee Bucks,129,112,Cleveland Cavaliers,0OT
2019-2020,2019-10-28,New Orleans Pelicans,123,134,Golden State Warriors,0OT
2019-2020,2019-10-28,San Antonio Spurs,113,110,Portland Trail Blazers,0OT
2019-2020,2019-10-28,Phoenix Suns,95,96,Utah Jazz,0OT
2019-2020,2019-10-28,Sacramento Kings,94,101,Denver Nuggets,0OT
2019-2020,2019-10-28,Los Angeles Clippers,111,96,Charlotte Hornets,0OT
2019-2020,2019-10-29,Miami Heat,112,97,Atlanta Hawks,0OT
2019-2020,2019-10-29,Denver Nuggets,106,109,Dallas Mavericks,0OT
2019-2020,2019-10-29,Los Angeles Lakers,120,91,Memphis Grizzlies,0OT
2019-2020,2019-10-30,Cleveland Cavaliers,117,111,Chicago Bulls,0OT
2019-2020,2019-10-30,Orlando Magic,95,83,New York Knicks,0OT
2019-2020,2019-10-30,Philadelphia 76ers,117,95,Minnesota Timberwolves,0OT
2019-2020,2019-10-30,Boston Celtics,116,105,Milwaukee Bucks,0OT
2019-2020,2019-10-30,Brooklyn Nets,108,118,Indiana Pacers,0OT
2019-2020,2019-10-30,Toronto Raptors,125,113,Detroit Pistons,0OT
2019-2020,2019-10-30,Oklahoma City Thunder,99,102,Portland Trail Blazers,0OT
2019-2020,2019-10-30,Washington Wizards,158,159,Houston Rockets,0OT
2019-2020,2019-10-30,Sacramento Kings,111,118,Charlotte Hornets,0OT
2019-2020,2019-10-30,Utah Jazz,110,96,Los Angeles Clippers,0OT
2019-2020,2019-10-30,Golden State Warriors,110,121,Phoenix Suns,0OT
2019-2020,2019-10-31,Atlanta Hawks,97,106,Miami Heat,0OT
2019-2020,2019-10-31,New Orleans Pelicans,122,107,Denver Nuggets,0OT
2019-2020,2019-10-31,Los Angeles Clippers,103,97,San Antonio Spurs,0OT
2019-2020,2019-11-01,Brooklyn Nets,123,116,Houston Rockets,0OT
2019-2020,2019-11-01,Indiana Pacers,102,95,Cleveland Cavaliers,0OT
2019-2020,2019-11-01,Orlando Magic,91,123,Milwaukee Bucks,0OT
2019-2020,2019-11-01,Boston Celtics,104,102,New York Knicks,0OT
2019-2020,2019-11-01,Chicago Bulls,112,106,Detroit Pistons,0OT
2019-2020,2019-11-01,Dallas Mavericks,110,119,Los Angeles Lakers,1OT
2019-2020,2019-11-01,Sacramento Kings,102,101,Utah Jazz,0OT
2019-2020,2019-11-01,Golden State Warriors,110,127,San Antonio Spurs,0OT
2019-2020,2019-11-02,Oklahoma City Thunder,115,104,New Orleans Pelicans,0OT
2019-2020,2019-11-02,Detroit Pistons,113,109,Brooklyn Nets,0OT
2019-2020,2019-11-02,Orlando Magic,87,91,Denver Nuggets,0OT
2019-2020,2019-11-02,Memphis Grizzlies,105,114,Phoenix Suns,0OT
2019-2020,2019-11-02,Milwaukee Bucks,115,105,Toronto Raptors,0OT
2019-2020,2019-11-02,Washington Wizards,109,131,Minnesota Timberwolves,0OT
2019-2020,2019-11-02,Golden State Warriors,87,93,Charlotte Hornets,0OT
2019-2020,2019-11-02,Portland Trail Blazers,128,129,Philadelphia 76ers,0OT
2019-2020,2019-11-03,Indiana Pacers,108,95,Chicago Bulls,0OT
2019-2020,2019-11-03,Miami Heat,129,100,Houston Rockets,0OT
2019-2020,2019-11-03,New York Knicks,92,113,Sacramento Kings,0OT
2019-2020,2019-11-03,San Antonio Spurs,96,103,Los Angeles Lakers,0OT
2019-2020,2019-11-03,Cleveland Cavaliers,111,131,Dallas Mavericks,0OT
2019-2020,2019-11-03,Los Angeles Clippers,105,94,Utah Jazz,0OT
2019-2020,2019-11-04,Washington Wizards,115,99,Detroit Pistons,0OT
2019-2020,2019-11-04,Brooklyn Nets,135,125,New Orleans Pelicans,0OT
2019-2020,2019-11-04,Memphis Grizzlies,100,107,Houston Rockets,0OT
2019-2020,2019-11-04,Minnesota Timberwolves,106,134,Milwaukee Bucks,0OT
2019-2020,2019-11-04,Phoenix Suns,114,109,Philadelphia 76ers,0OT
2019-2020,2019-11-04,Golden State Warriors,127,118,Portland Trail Blazers,0OT
2019-2020,2019-11-05,Charlotte Hornets,122,120,Indiana Pacers,1OT
2019-2020,2019-11-05,Cleveland Cavaliers,113,119,Boston Celtics,0OT
2019-2020,2019-11-05,Atlanta Hawks,108,100,San Antonio Spurs,0OT
2019-2020,2019-11-05,Chicago Bulls,112,118,Los Angeles Lakers,0OT
2019-2020,2019-11-05,Oklahoma City Thunder,102,94,Orlando Magic,0OT
2019-2020,2019-11-05,Denver Nuggets,109,89,Miami Heat,0OT
2019-2020,2019-11-06,Detroit Pistons,122,102,New York Knicks,0OT
2019-2020,2019-11-06,Indiana Pacers,121,106,Washington Wizards,0OT
2019-2020,2019-11-06,Atlanta Hawks,93,113,Chicago Bulls,0OT
2019-2020,2019-11-06,Houston Rockets,129,112,Golden State Warriors,0OT
2019-2020,2019-11-06,Toronto Raptors,124,120,Sacramento Kings,0OT
2019-2020,2019-11-06,Memphis Grizzlies,137,121,Minnesota Timberwolves,0OT
2019-2020,2019-11-06,Dallas Mavericks,107,106,Orlando Magic,0OT
2019-2020,2019-11-06,Utah Jazz,106,104,Philadelphia 76ers,0OT
2019-2020,2019-11-06,Los Angeles Clippers,124,129,Milwaukee Bucks,0OT
2019-2020,2019-11-07,Charlotte Hornets,87,108,Boston Celtics,0OT
2019-2020,2019-11-07,San Antonio Spurs,121,112,Oklahoma City Thunder,0OT
2019-2020,2019-11-07,Phoenix Suns,108,124,Miami Heat,0OT
2019-2020,2019-11-07,Los Angeles Clippers,107,101,Portland Trail Blazers,0OT
2019-2020,2019-11-08,Indiana Pacers,112,106,Detroit Pistons,0OT
2019-2020,2019-11-08,Orlando Magic,118,86,Memphis Grizzlies,0OT
2019-2020,2019-11-08,Washington Wizards,100,113,Cleveland Cavaliers,0OT
2019-2020,2019-11-08,Atlanta Hawks,109,121,Sacramento Kings,0OT
2019-2020,2019-11-08,Minnesota Timberwolves,125,119,Golden State Warriors,1OT
2019-2020,2019-11-08,New Orleans Pelicans,104,122,Toronto Raptors,0OT
2019-2020,2019-11-08,Dallas Mavericks,102,106,New York Knicks,0OT
2019-2020,2019-11-08,Denver Nuggets,100,97,Philadelphia 76ers,0OT
2019-2020,2019-11-08,Utah Jazz,103,100,Milwaukee Bucks,0OT
2019-2020,2019-11-08,Portland Trail Blazers,115,119,Brooklyn Nets,0OT
2019-2020,2019-11-08,Los Angeles Lakers,95,80,Miami Heat,0OT
2019-2020,2019-11-09,San Antonio Spurs,115,135,Boston Celtics,0OT
2019-2020,2019-11-09,Charlotte Hornets,110,115,New Orleans Pelicans,0OT
2019-2020,2019-11-09,Chicago Bulls,94,117,Houston Rockets,0OT
2019-2020,2019-11-09,Memphis Grizzlies,122,138,Dallas Mavericks,0OT
2019-2020,2019-11-09,Oklahoma City Thunder,114,108,Golden State Warriors,0OT
2019-2020,2019-11-10,Minnesota Timberwolves,98,100,Denver Nuggets,1OT
2019-2020,2019-11-10,Orlando Magic,102,109,Indiana Pacers,0OT
2019-2020,2019-11-10,Philadelphia 76ers,114,106,Charlotte Hornets,0OT
2019-2020,2019-11-10,Oklahoma City Thunder,119,121,Milwaukee Bucks,0OT
2019-2020,2019-11-10,New York Knicks,87,108,Cleveland Cavaliers,0OT
2019-2020,2019-11-10,Phoenix Suns,138,112,Brooklyn Nets,0OT
2019-2020,2019-11-10,Portland Trail Blazers,124,113,Atlanta Hawks,1OT
2019-2020,2019-11-10,Los Angeles Lakers,104,113,Toronto Raptors,0OT
2019-2020,2019-11-11,Detroit Pistons,114,120,Minnesota Timberwolves,0OT
2019-2020,2019-11-11,Boston Celtics,116,106,Dallas Mavericks,0OT
2019-2020,2019-11-11,San Antonio Spurs,109,113,Memphis Grizzlies,0OT
2019-2020,2019-11-11,New Orleans Pelicans,116,122,Houston Rockets,0OT
2019-2020,2019-11-11,Golden State Warriors,108,122,Utah Jazz,0OT
2019-2020,2019-11-11,Los Angeles Clippers,98,88,Toronto Raptors,0OT
2019-2020,2019-11-12,Indiana Pacers,111,85,Oklahoma City Thunder,0OT
2019-2020,2019-11-12,Philadelphia 76ers,98,97,Cleveland Cavaliers,0OT
2019-2020,2019-11-12,Miami Heat,117,108,Detroit Pistons,0OT
2019-2020,2019-11-12,Chicago Bulls,120,102,New York Knicks,0OT
2019-2020,2019-11-12,Denver Nuggets,121,125,Atlanta Hawks,0OT
2019-2020,2019-11-12,Phoenix Suns,115,123,Los Angeles Lakers,0OT
2019-2020,2019-11-12,Utah Jazz,119,114,Brooklyn Nets,0OT
2019-2020,2019-11-12,Sacramento Kings,107,99,Portland Trail Blazers,0OT
2019-2020,2019-11-13,Charlotte Hornets,117,119,Memphis Grizzlies,0OT
2019-2020,2019-11-13,Orlando Magic,112,97,Philadelphia 76ers,0OT
2019-2020,2019-11-13,Boston Celtics,140,133,Washington Wizards,0OT
2019-2020,2019-11-13,Houston Rockets,102,93,Los Angeles Clippers,0OT
2019-2020,2019-11-13,Minnesota Timberwolves,129,114,San Antonio Spurs,0OT
2019-2020,2019-11-13,Los Angeles Lakers,120,94,Golden State Warriors,0OT
2019-2020,2019-11-13,Portland Trail Blazers,106,114,Toronto Raptors,0OT
2019-2020,2019-11-14,Cleveland Cavaliers,97,108,Miami Heat,0OT
2019-2020,2019-11-14,Milwaukee Bucks,124,115,Chicago Bulls,0OT
2019-2020,2019-11-14,New Orleans Pelicans,132,127,Los Angeles Clippers,0OT
2019-2020,2019-11-14,New York Knicks,106,103,Dallas Mavericks,0OT
2019-2020,2019-11-14,Phoenix Suns,128,112,Atlanta Hawks,0OT
2019-2020,2019-11-14,Denver Nuggets,101,93,Brooklyn Nets,0OT
2019-2020,2019-11-15,Charlotte Hornets,109,106,Detroit Pistons,0OT
2019-2020,2019-11-15,Orlando Magic,111,109,San Antonio Spurs,0OT
2019-2020,2019-11-15,Houston Rockets,111,102,Indiana Pacers,0OT
2019-2020,2019-11-15,Memphis Grizzlies,107,106,Utah Jazz,0OT
2019-2020,2019-11-15,Minnesota Timberwolves,116,137,Washington Wizards,0OT
2019-2020,2019-11-15,Oklahoma City Thunder,127,119,Philadelphia 76ers,1OT
2019-2020,2019-11-15,Golden State Warriors,100,105,Boston Celtics,0OT
2019-2020,2019-11-15,Los Angeles Lakers,99,97,Sacramento Kings,0OT
2019-2020,2019-11-16,Chicago Bulls,111,117,Brooklyn Nets,0OT
2019-2020,2019-11-16,Indiana Pacers,83,102,Milwaukee Bucks,0OT
2019-2020,2019-11-16,New York Knicks,102,103,Charlotte Hornets,0OT
2019-2020,2019-11-16,Miami Heat,109,94,New Orleans Pelicans,0OT
2019-2020,2019-11-16,Minnesota Timberwolves,105,125,Houston Rockets,0OT
2019-2020,2019-11-16,Dallas Mavericks,110,102,Toronto Raptors,0OT
2019-2020,2019-11-16,San Antonio Spurs,116,121,Portland Trail Blazers,0OT
2019-2020,2019-11-16,Los Angeles Clippers,150,101,Atlanta Hawks,0OT
2019-2020,2019-11-17,Cleveland Cavaliers,95,114,Philadelphia 76ers,0OT
2019-2020,2019-11-17,Sacramento Kings,100,99,Boston Celtics,0OT
2019-2020,2019-11-17,Memphis Grizzlies,114,131,Denver Nuggets,0OT
2019-2020,2019-11-17,Orlando Magic,125,121,Washington Wizards,0OT
2019-2020,2019-11-17,New Orleans Pelicans,108,100,Golden State Warriors,0OT
2019-2020,2019-11-17,Los Angeles Lakers,122,101,Atlanta Hawks,0OT
2019-2020,2019-11-18,New York Knicks,123,105,Cleveland Cavaliers,0OT
2019-2020,2019-11-18,Brooklyn Nets,86,115,Indiana Pacers,0OT
2019-2020,2019-11-18,Toronto Raptors,132,96,Charlotte Hornets,0OT
2019-2020,2019-11-18,Chicago Bulls,101,115,Milwaukee Bucks,0OT
2019-2020,2019-11-18,Houston Rockets,132,108,Portland Trail Blazers,0OT
2019-2020,2019-11-18,Dallas Mavericks,117,110,San Antonio Spurs,0OT
2019-2020,2019-11-18,Phoenix Suns,85,99,Boston Celtics,0OT
2019-2020,2019-11-18,Utah Jazz,102,112,Minnesota Timberwolves,0OT
2019-2020,2019-11-18,Los Angeles Clippers,90,88,Oklahoma City Thunder,0OT
2019-2020,2019-11-19,Memphis Grizzlies,95,114,Golden State Warriors,0OT
2019-2020,2019-11-19,New Orleans Pelicans,115,104,Portland Trail Blazers,0OT
2019-2020,2019-11-19,Sacramento Kings,120,116,Phoenix Suns,0OT
2019-2020,2019-11-19,Los Angeles Lakers,112,107,Oklahoma City Thunder,0OT
2019-2020,2019-11-20,Philadelphia 76ers,109,104,New York Knicks,0OT
2019-2020,2019-11-20,Washington Wizards,138,132,San Antonio Spurs,0OT
2019-2020,2019-11-20,Atlanta Hawks,127,135,Milwaukee Bucks,0OT
2019-2020,2019-11-20,Brooklyn Nets,101,91,Charlotte Hornets,0OT
2019-2020,2019-11-20,Dallas Mavericks,142,94,Golden State Warriors,0OT
2019-2020,2019-11-20,Miami Heat,124,100,Cleveland Cavaliers,0OT
2019-2020,2019-11-20,Toronto Raptors,113,97,Orlando Magic,0OT
2019-2020,2019-11-20,Chicago Bulls,109,89,Detroit Pistons,0OT
2019-2020,2019-11-20,Minnesota Timberwolves,95,103,Utah Jazz,0OT
2019-2020,2019-11-20,Denver Nuggets,105,95,Houston Rockets,0OT
2019-2020,2019-11-20,Los Angeles Clippers,107,104,Boston Celtics,1OT
2019-2020,2019-11-21,Milwaukee Bucks,137,129,Portland Trail Blazers,0OT
2019-2020,2019-11-21,Phoenix Suns,121,124,New Orleans Pelicans,0OT
2019-2020,2019-11-22,Detroit Pistons,128,103,Atlanta Hawks,0OT
2019-2020,2019-11-22,Washington Wizards,125,118,Charlotte Hornets,0OT
2019-2020,2019-11-22,Brooklyn Nets,116,97,Sacramento Kings,0OT
2019-2020,2019-11-22,Chicago Bulls,108,116,Miami Heat,0OT
2019-2020,2019-11-22,Oklahoma City Thunder,127,130,Los Angeles Lakers,0OT
2019-2020,2019-11-22,Philadelphia 76ers,115,104,San Antonio Spurs,0OT
2019-2020,2019-11-22,Dallas Mavericks,143,101,Cleveland Cavaliers,0OT
2019-2020,2019-11-22,Denver Nuggets,96,92,Boston Celtics,0OT
2019-2020,2019-11-22,Utah Jazz,113,109,Golden State Warriors,0OT
2019-2020,2019-11-22,Los Angeles Clippers,122,119,Houston Rockets,0OT
2019-2020,2019-11-23,Minnesota Timberwolves,98,100,Phoenix Suns,0OT
2019-2020,2019-11-23,Charlotte Hornets,115,116,Chicago Bulls,0OT
2019-2020,2019-11-23,Indiana Pacers,111,106,Orlando Magic,0OT
2019-2020,2019-11-23,Atlanta Hawks,116,119,Toronto Raptors,0OT
2019-2020,2019-11-23,New York Knicks,104,111,San Antonio Spurs,0OT
2019-2020,2019-11-23,Philadelphia 76ers,113,86,Miami Heat,0OT
2019-2020,2019-11-23,Cleveland Cavaliers,110,104,Portland Trail Blazers,0OT
2019-2020,2019-11-23,Memphis Grizzlies,108,109,Los Angeles Lakers,0OT
2019-2020,2019-11-23,Milwaukee Bucks,104,90,Detroit Pistons,0OT
2019-2020,2019-11-23,Utah Jazz,128,120,New Orleans Pelicans,0OT
2019-2020,2019-11-24,Houston Rockets,123,137,Dallas Mavericks,0OT
2019-2020,2019-11-24,New York Knicks,101,103,Brooklyn Nets,0OT
2019-2020,2019-11-24,Washington Wizards,106,113,Sacramento Kings,0OT
2019-2020,2019-11-24,Denver Nuggets,116,104,Phoenix Suns,0OT
2019-2020,2019-11-24,Los Angeles Clippers,134,109,New Orleans Pelicans,0OT
2019-2020,2019-11-25,Cleveland Cavaliers,106,108,Brooklyn Nets,0OT
2019-2020,2019-11-25,Detroit Pistons,103,88,Orlando Magic,0OT
2019-2020,2019-11-25,Indiana Pacers,126,114,Memphis Grizzlies,0OT
2019-2020,2019-11-25,Atlanta Hawks,113,125,Minnesota Timberwolves,0OT
2019-2020,2019-11-25,Boston Celtics,103,102,Sacramento Kings,0OT
2019-2020,2019-11-25,Miami Heat,117,100,Charlotte Hornets,0OT
2019-2020,2019-11-25,Toronto Raptors,101,96,Philadelphia 76ers,0OT
2019-2020,2019-11-25,Chicago Bulls,94,117,Portland Trail Blazers,0OT
2019-2020,2019-11-25,Milwaukee Bucks,122,118,Utah Jazz,0OT
2019-2020,2019-11-25,San Antonio Spurs,104,114,Los Angeles Lakers,0OT
2019-2020,2019-11-25,Golden State Warriors,97,100,Oklahoma City Thunder,0OT
2019-2020,2019-11-26,Dallas Mavericks,99,114,Los Angeles Clippers,0OT
2019-2020,2019-11-26,Denver Nuggets,117,104,Washington Wizards,0OT
2019-2020,2019-11-27,Boston Celtics,121,110,Brooklyn Nets,0OT
2019-2020,2019-11-27,Charlotte Hornets,102,101,Detroit Pistons,0OT
2019-2020,2019-11-27,Cleveland Cavaliers,104,116,Orlando Magic,0OT
2019-2020,2019-11-27,Indiana Pacers,121,102,Utah Jazz,0OT
2019-2020,2019-11-27,Philadelphia 76ers,97,91,Sacramento Kings,0OT
2019-2020,2019-11-27,Toronto Raptors,126,98,New York Knicks,0OT
2019-2020,2019-11-27,Houston Rockets,117,108,Miami Heat,0OT
2019-2020,2019-11-27,Memphis Grizzlies,119,121,Los Angeles Clippers,0OT
2019-2020,2019-11-27,Milwaukee Bucks,111,102,Atlanta Hawks,0OT
2019-2020,2019-11-27,San Antonio Spurs,101,113,Minnesota Timberwolves,0OT
2019-2020,2019-11-27,Phoenix Suns,132,140,Washington Wizards,0OT
2019-2020,2019-11-27,New Orleans Pelicans,110,114,Los Angeles Lakers,0OT
2019-2020,2019-11-27,Portland Trail Blazers,136,119,Oklahoma City Thunder,0OT
2019-2020,2019-11-27,Golden State Warriors,104,90,Chicago Bulls,0OT
2019-2020,2019-11-29,Brooklyn Nets,112,107,Boston Celtics,0OT
2019-2020,2019-11-29,Detroit Pistons,107,110,Charlotte Hornets,0OT
2019-2020,2019-11-29,Orlando Magic,83,90,Toronto Raptors,0OT
2019-2020,2019-11-29,Cleveland Cavaliers,110,119,Milwaukee Bucks,0OT
2019-2020,2019-11-29,New York Knicks,95,101,Philadelphia 76ers,0OT
2019-2020,2019-11-29,Indiana Pacers,105,104,Atlanta Hawks,1OT
2019-2020,2019-11-29,Memphis Grizzlies,94,103,Utah Jazz,0OT
2019-2020,2019-11-29,Miami Heat,122,105,Golden State Warriors,0OT
2019-2020,2019-11-29,Oklahoma City Thunder,109,104,New Orleans Pelicans,0OT
2019-2020,2019-11-29,San Antonio Spurs,107,97,Los Angeles Clippers,0OT
2019-2020,2019-11-29,Phoenix Suns,113,120,Dallas Mavericks,0OT
2019-2020,2019-11-29,Portland Trail Blazers,107,103,Chicago Bulls,0OT
2019-2020,2019-11-29,Los Angeles Lakers,125,103,Washington Wizards,0OT
2019-2020,2019-11-30,Sacramento Kings,100,97,Denver Nuggets,1OT
2019-2020,2019-11-30,Philadelphia 76ers,119,116,Indiana Pacers,0OT
2019-2020,2019-11-30,Houston Rockets,158,111,Atlanta Hawks,0OT
2019-2020,2019-11-30,Milwaukee Bucks,137,96,Charlotte Hornets,0OT
2019-2020,2019-12-01,Brooklyn Nets,106,109,Miami Heat,0OT
2019-2020,2019-12-01,Minnesota Timberwolves,107,115,Memphis Grizzlies,0OT
2019-2020,2019-12-01,New York Knicks,104,113,Boston Celtics,0OT
2019-2020,2019-12-01,Los Angeles Lakers,100,114,Dallas Mavericks,0OT
2019-2020,2019-12-01,Detroit Pistons,132,98,San Antonio Spurs,0OT
2019-2020,2019-12-01,New Orleans Pelicans,104,107,Oklahoma City Thunder,0OT
2019-2020,2019-12-01,Orlando Magic,100,96,Golden State Warriors,0OT
2019-2020,2019-12-01,Toronto Raptors,130,110,Utah Jazz,0OT
2019-2020,2019-12-01,Los Angeles Clippers,150,125,Washington Wizards,0OT
2019-2020,2019-12-02,Charlotte Hornets,104,109,Phoenix Suns,0OT
2019-2020,2019-12-02,Philadelphia 76ers,103,94,Utah Jazz,0OT
2019-2020,2019-12-02,Atlanta Hawks,104,79,Golden State Warriors,0OT
2019-2020,2019-12-02,Memphis Grizzlies,104,117,Indiana Pacers,0OT
2019-2020,2019-12-02,Milwaukee Bucks,132,88,New York Knicks,0OT
2019-2020,2019-12-02,Sacramento Kings,106,113,Chicago Bulls,0OT
2019-2020,2019-12-03,Cleveland Cavaliers,94,127,Detroit Pistons,0OT
2019-2020,2019-12-03,Washington Wizards,120,127,Orlando Magic,0OT
2019-2020,2019-12-03,New Orleans Pelicans,97,118,Dallas Mavericks,0OT
2019-2020,2019-12-03,Toronto Raptors,110,121,Miami Heat,1OT
2019-2020,2019-12-03,San Antonio Spurs,135,133,Houston Rockets,2OT
2019-2020,2019-12-03,Denver Nuggets,96,105,Los Angeles Lakers,0OT
2019-2020,2019-12-03,Los Angeles Clippers,117,97,Portland Trail Blazers,0OT
2019-2020,2019-12-04,Charlotte Hornets,106,91,Golden State Warriors,0OT
2019-2020,2019-12-04,Detroit Pistons,103,127,Milwaukee Bucks,0OT
2019-2020,2019-12-04,Orlando Magic,128,114,Phoenix Suns,0OT
2019-2020,2019-12-04,Atlanta Hawks,118,130,Brooklyn Nets,0OT
2019-2020,2019-12-04,Boston Celtics,112,93,Miami Heat,0OT
2019-2020,2019-12-04,Chicago Bulls,106,99,Memphis Grizzlies,0OT
2019-2020,2019-12-04,Oklahoma City Thunder,100,107,Indiana Pacers,0OT
2019-2020,2019-12-04,Dallas Mavericks,121,114,Minnesota Timberwolves,0OT
2019-2020,2019-12-04,Utah Jazz,96,121,Los Angeles Lakers,0OT
2019-2020,2019-12-04,Portland Trail Blazers,127,116,Sacramento Kings,0OT
2019-2020,2019-12-05,Washington Wizards,119,113,Philadelphia 76ers,0OT
2019-2020,2019-12-05,New York Knicks,92,129,Denver Nuggets,0OT
2019-2020,2019-12-05,Toronto Raptors,109,119,Houston Rockets,0OT
2019-2020,2019-12-05,New Orleans Pelicans,132,139,Phoenix Suns,1OT
2019-2020,2019-12-06,Charlotte Hornets,104,111,Brooklyn Nets,0OT
2019-2020,2019-12-06,Cleveland Cavaliers,87,93,Orlando Magic,0OT
2019-2020,2019-12-06,Detroit Pistons,108,101,Indiana Pacers,0OT
2019-2020,2019-12-06,Boston Celtics,108,95,Denver Nuggets,0OT
2019-2020,2019-12-06,Chicago Bulls,98,100,Golden State Warriors,0OT
2019-2020,2019-12-06,Miami Heat,112,103,Washington Wizards,0OT
2019-2020,2019-12-06,Oklahoma City Thunder,139,127,Minnesota Timberwolves,1OT
2019-2020,2019-12-06,Milwaukee Bucks,119,91,Los Angeles Clippers,0OT
2019-2020,2019-12-06,San Antonio Spurs,105,104,Sacramento Kings,1OT
2019-2020,2019-12-06,Portland Trail Blazers,113,136,Los Angeles Lakers,0OT
2019-2020,2019-12-07,Dallas Mavericks,130,84,New Orleans Pelicans,0OT
2019-2020,2019-12-07,New York Knicks,103,104,Indiana Pacers,0OT
2019-2020,2019-12-07,Philadelphia 76ers,141,94,Cleveland Cavaliers,0OT
2019-2020,2019-12-07,Houston Rockets,115,109,Phoenix Suns,0OT
2019-2020,2019-12-07,Utah Jazz,126,112,Memphis Grizzlies,0OT
2019-2020,2019-12-08,Brooklyn Nets,105,102,Denver Nuggets,0OT
2019-2020,2019-12-08,Charlotte Hornets,107,122,Atlanta Hawks,0OT
2019-2020,2019-12-08,Miami Heat,110,105,Chicago Bulls,1OT
2019-2020,2019-12-08,Philadelphia 76ers,110,104,Toronto Raptors,0OT
2019-2020,2019-12-08,Washington Wizards,119,135,Los Angeles Clippers,0OT
2019-2020,2019-12-08,Dallas Mavericks,106,110,Sacramento Kings,0OT
2019-2020,2019-12-08,Portland Trail Blazers,96,108,Oklahoma City Thunder,0OT
2019-2020,2019-12-08,Los Angeles Lakers,142,125,Minnesota Timberwolves,0OT
2019-2020,2019-12-09,Indiana Pacers,99,110,Los Angeles Clippers,0OT
2019-2020,2019-12-09,Boston Celtics,110,88,Cleveland Cavaliers,0OT
2019-2020,2019-12-09,Chicago Bulls,92,93,Toronto Raptors,0OT
2019-2020,2019-12-09,Houston Rockets,118,119,Sacramento Kings,0OT
2019-2020,2019-12-09,Milwaukee Bucks,110,101,Orlando Magic,0OT
2019-2020,2019-12-09,New Orleans Pelicans,103,105,Detroit Pistons,0OT
2019-2020,2019-12-09,Phoenix Suns,125,109,Minnesota Timberwolves,0OT
2019-2020,2019-12-09,Utah Jazz,90,104,Oklahoma City Thunder,0OT
2019-2020,2019-12-09,Golden State Warriors,102,110,Memphis Grizzlies,0OT
2019-2020,2019-12-10,Charlotte Hornets,114,107,Washington Wizards,0OT
2019-2020,2019-12-10,Miami Heat,135,121,Atlanta Hawks,1OT
2019-2020,2019-12-10,Philadelphia 76ers,97,92,Denver Nuggets,0OT
2019-2020,2019-12-10,Portland Trail Blazers,115,87,New York Knicks,0OT
