Season,Date,LeftTeam,LeftScore,RightScore,RightTeam,Overtime,Left_B2B,Right_B2B,Left_EWMA_7,Right_EWMA_7,Left_EWMA_28,Right_EWMA_28
2004-2005,2004-11-27,San Antonio Spurs,109,76,Utah Jazz,0OT,1,1,29.587963299992282,28.583717648219192,22.288931295563337,21.848066346994493
2004-2005,2004-11-27,Milwaukee Bucks,96,90,Detroit Pistons,0OT,0,1,18.081753351341888,30.362072487761495,17.09656838280058,21.069907086204587
2004-2005,2004-11-28,Toronto Raptors,109,114,Washington Wizards,1OT,1,0,25.982589687520246,16.79573000130914,21.946254416696263,16.082222902636378
2004-2005,2004-11-28,Los Angeles Clippers,103,91,Golden State Warriors,0OT,0,0,21.424665146380264,17.223475776653956,19.83570218451206,17.672926954750704
2004-2005,2004-11-28,Miami Heat,106,104,Boston Celtics,0OT,0,0,23.2535985147275,22.255178415178577,22.245889518569925,18.19175677818211
2004-2005,2004-11-28,Portland Trail Blazers,83,71,Brooklyn Nets,0OT,0,0,22.315406523013095,22.652074284453377,19.076285022397723,18.85166954134305
2004-2005,2004-11-28,Sacramento Kings,110,121,Minnesota Timberwolves,0OT,0,0,17.350137363387507,25.425153551997095,17.490024504275148,19.90072112926839
2004-2005,2004-11-28,Oklahoma City Thunder,103,95,Indiana Pacers,0OT,0,0,23.053861479574422,23.63903167689977,21.808124384039353,20.4463115987481
2004-2005,2004-11-28,Los Angeles Lakers,89,76,New Orleans Pelicans,0OT,0,0,17.422298576632972,19.612440217655873,18.09267721462769,17.576391511154547
2004-2005,2004-11-29,Orlando Magic,101,117,Boston Celtics,0OT,0,1,21.754020513021462,28.691383811383933,17.736634424803828,20.24749769003162
2004-2005,2004-11-29,Denver Nuggets,76,67,New Orleans Pelicans,0OT,0,1,22.041586936771935,26.709330163241905,19.228693997819303,19.67457140693699
2004-2005,2004-11-29,Los Angeles Clippers,94,82,Cleveland Cavaliers,0OT,1,0,28.068498859785198,23.641044804036802,21.778067551097433,20.19079185161862
2004-2005,2004-11-30,Atlanta Hawks,109,110,New York Knicks,1OT,0,0,18.650866386576336,14.673780600825918,19.09463337250059,17.632884504533763
2004-2005,2004-11-30,Miami Heat,92,94,Toronto Raptors,0OT,0,0,22.08014916453422,24.552706699230136,22.365342995288316,22.426658109121966
2004-2005,2004-11-30,Brooklyn Nets,99,86,Charlotte Hornets,0OT,0,0,21.741791785005024,17.379103175391695,19.423147557240288,18.595024897544945
2004-2005,2004-11-30,Memphis Grizzlies,93,98,Sacramento Kings,0OT,0,0,18.59308420190477,18.759452266905473,20.14087602292376,18.242839314645163
2004-2005,2004-11-30,Milwaukee Bucks,90,95,Los Angeles Lakers,0OT,0,0,14.37823969509736,18.800042949356047,16.667176000601245,18.765233875699863
2004-2005,2004-11-30,Dallas Mavericks,89,107,San Antonio Spurs,0OT,0,0,18.869927700218685,19.232422017184245,21.008879936692008,20.857642162063765
2004-2005,2004-11-30,Houston Rockets,72,93,Detroit Pistons,0OT,0,0,17.417791485689992,19.558999330774377,20.58264010211586,19.873835793913848
2004-2005,2004-11-30,Utah Jazz,102,115,Phoenix Suns,0OT,0,0,18.808755882842473,12.303501723621178,20.50184468030229,17.73587647355643
2004-2005,2004-11-30,Portland Trail Blazers,100,94,Oklahoma City Thunder,0OT,0,0,21.552416169194867,21.967797082260613,19.617849918344753,21.98587714145623
2004-2005,2004-12-01,Boston Celtics,101,100,Milwaukee Bucks,0OT,0,1,25.138903393903465,22.78367977132302,20.63308658267901,18.828060414352883
2004-2005,2004-12-01,Orlando Magic,129,108,Toronto Raptors,0OT,0,1,21.236636538574572,30.414530024422604,18.456607010323413,24.190336860217002
2004-2005,2004-12-01,Washington Wizards,95,68,Brooklyn Nets,0OT,0,1,14.538823594302293,28.30634383875377,16.147459649538387,21.393964967085783
2004-2005,2004-12-01,New York Knicks,90,82,Memphis Grizzlies,0OT,1,1,24.255335450619437,25.944813151428576,20.071995918014192,22.062194917894534
2004-2005,2004-12-01,New Orleans Pelicans,81,94,Sacramento Kings,0OT,0,1,24.023998216823575,26.069589200179106,20.136459638117795,20.295057292945497
2004-2005,2004-12-01,Chicago Bulls,92,84,Los Angeles Lakers,0OT,0,1,10.448034424827807,26.100032212017034,15.45629575898172,20.781424642892976
2004-2005,2004-12-01,San Antonio Spurs,105,72,Philadelphia 76ers,0OT,1,0,26.424316512888183,13.17725399471297,22.729528909507643,17.24566797163839
2004-2005,2004-12-01,Phoenix Suns,120,101,Cleveland Cavaliers,0OT,1,0,21.227626292715883,22.298087702270703,19.823057406414605,20.583932532496995
2004-2005,2004-12-01,Oklahoma City Thunder,129,119,Utah Jazz,1OT,1,1,28.47584781169546,26.106566912131854,23.779954579976486,22.39826918510903
2004-2005,2004-12-01,Golden State Warriors,99,107,Minnesota Timberwolves,0OT,0,0,14.016153843275887,17.476236654748774,17.132322819728486,18.930251096288888
2004-2005,2004-12-01,Los Angeles Clippers,88,76,Indiana Pacers,0OT,0,0,24.788530608629177,16.722716488692086,21.95982312098695,19.37056669802611
2004-2005,2004-12-02,Dallas Mavericks,113,106,Houston Rockets,1OT,0,0,19.614334331373012,18.79750771070062,21.29307190707309,20.923596473772246
2004-2005,2004-12-02,Denver Nuggets,73,92,Cleveland Cavaliers,0OT,0,1,16.04879448895066,28.723565776703026,18.387895524993944,22.47469580611789
2004-2005,2004-12-03,Atlanta Hawks,90,114,Washington Wizards,0OT,0,0,15.321459256836892,17.17808827179504,18.57860792451224,17.079070255069542
2004-2005,2004-12-03,Boston Celtics,91,89,Toronto Raptors,0OT,0,0,23.1406331590707,26.108173138737712,20.967324754783586,24.050838966823058
2004-2005,2004-12-03,New York Knicks,98,104,Orlando Magic,0OT,0,0,22.643626190973432,20.945608052948195,20.48095722263061,19.080697396582362
2004-2005,2004-12-03,Memphis Grizzlies,94,86,Philadelphia 76ers,0OT,0,0,23.593957397678572,16.412205372026044,22.206111884833668,18.031024912395225
2004-2005,2004-12-03,San Antonio Spurs,80,77,Detroit Pistons,0OT,0,0,23.863678038499604,15.00145284267044,22.7845738109763,18.90855344342147
2004-2005,2004-12-03,Chicago Bulls,81,105,Miami Heat,0OT,0,0,14.87701936396564,16.065062928787874,16.479951971816494,20.91930977802533
2004-2005,2004-12-03,Phoenix Suns,93,97,Minnesota Timberwolves,0OT,0,0,20.940539789652682,18.830383118296186,20.26517104551278,19.491264029957904
2004-2005,2004-12-03,Los Angeles Lakers,97,88,Golden State Warriors,0OT,0,0,23.681268119259585,16.884086536842688,21.095907924695574,17.93277447750543
2004-2005,2004-12-03,Sacramento Kings,113,87,Indiana Pacers,0OT,0,0,23.664143925100745,18.406528024889298,20.674312445371303,19.872940693057114
2004-2005,2004-12-04,Charlotte Hornets,107,101,New York Knicks,0OT,0,1,10.56135686408878,28.982719643230073,16.643634745703874,22.378822241759533
2004-2005,2004-12-04,Orlando Magic,96,91,Memphis Grizzlies,0OT,1,1,27.709206039711148,29.69546804825893,21.075132058887025,23.98500072036238
2004-2005,2004-12-04,Cleveland Cavaliers,105,97,Toronto Raptors,0OT,0,1,25.157005749395452,31.581129854053284,22.563678053103377,25.702505244973192
2004-2005,2004-12-04,Brooklyn Nets,109,88,Atlanta Hawks,0OT,0,1,18.691738806974247,23.49109444262767,20.135364813938637,20.607669446959672
2004-2005,2004-12-04,New Orleans Pelicans,69,92,Detroit Pistons,0OT,0,1,16.885124247722445,23.25108963200283,19.120502482966604,20.91486010249585
2004-2005,2004-12-04,Washington Wizards,95,88,Chicago Bulls,0OT,1,1,24.88356620384628,23.15776452297423,19.211548168513023,18.653748387553286
2004-2005,2004-12-04,Dallas Mavericks,109,86,Utah Jazz,0OT,0,0,20.970563061397318,18.466832916055623,21.86046304429998,21.244787911374022
2004-2005,2004-12-04,Houston Rockets,77,76,Philadelphia 76ers,0OT,0,1,20.5110980872691,24.30915402901953,21.54019242494645,20.097850780505897
2004-2005,2004-12-04,Milwaukee Bucks,83,104,San Antonio Spurs,0OT,0,1,16.361864903526897,29.897758528874704,18.064566531457125,24.523568720564143
2004-2005,2004-12-04,Denver Nuggets,104,95,Miami Heat,0OT,0,1,18.027446900034747,24.048797196590904,19.02113654901377,22.786943586437374
2004-2005,2004-12-04,Golden State Warriors,104,96,Indiana Pacers,0OT,1,1,24.663064902632016,25.804896018666973,20.00637623767747,21.81273788663938
2004-2005,2004-12-04,Los Angeles Clippers,100,107,Minnesota Timberwolves,1OT,0,1,17.207661350515437,26.12278733872214,20.59203733200976,21.45738375202977
2004-2005,2004-12-04,Oklahoma City Thunder,99,89,Portland Trail Blazers,0OT,0,0,19.46637329555902,11.881819178534315,22.359869039225764,17.412171086817054
2004-2005,2004-12-05,Portland Trail Blazers,99,121,Phoenix Suns,0OT,1,0,20.911364383900736,20.77905363167963,19.52167652910553,20.64840629272154
2004-2005,2004-12-05,Sacramento Kings,119,105,Boston Celtics,0OT,0,0,22.31108095786917,22.016606151977268,21.003060371790344,21.25705082786829
2004-2005,2004-12-06,Atlanta Hawks,96,92,Philadelphia 76ers,0OT,0,0,22.213740623978065,22.673899141323485,20.945292540824735,20.50336886919001
2004-2005,2004-12-06,Brooklyn Nets,88,86,Toronto Raptors,0OT,0,0,19.514103078923014,26.76438554290497,20.535886979026476,25.36162464159983
2004-2005,2004-12-06,Chicago Bulls,75,91,San Antonio Spurs,0OT,0,0,22.026242544173,25.81748917249202,19.25158451192193,24.339692743509225
2004-2005,2004-12-06,Dallas Mavericks,85,101,Detroit Pistons,0OT,0,0,20.79594172203599,22.078737918001593,22.031245611527567,21.211573144731837
2004-2005,2004-12-06,Denver Nuggets,115,102,Orlando Magic,0OT,0,0,19.140438881269546,24.58642839733752,19.570045831428107,21.350500916680904
2004-2005,2004-12-06,Utah Jazz,80,100,Miami Heat,0OT,0,0,19.38759351528129,22.527448423082383,21.497562886315887,22.834342300253084
2004-2005,2004-12-06,Golden State Warriors,110,106,Boston Celtics,0OT,0,1,22.87297400773051,28.51245461398295,20.42407642956822,23.10139215008427
2004-2005,2004-12-06,Los Angeles Clippers,99,93,Charlotte Hornets,2OT,0,0,19.616809509664932,14.94076323604994,21.252788602895496,17.509167336050087
2004-2005,2004-12-07,Cleveland Cavaliers,103,97,Brooklyn Nets,0OT,0,1,17.363111800526205,26.63557730919226,21.079374928009912,22.429963739093616
2004-2005,2004-12-07,Indiana Pacers,86,89,Milwaukee Bucks,0OT,0,0,17.63644050787513,13.652661756175409,20.47333305271733,17.448393252641377
2004-2005,2004-12-07,Memphis Grizzlies,96,88,New York Knicks,0OT,0,0,19.277775582859235,18.97708484948769,22.226445085033934,20.93018812516105
2004-2005,2004-12-07,Minnesota Timberwolves,87,97,Dallas Mavericks,0OT,0,1,18.473675908523404,27.596956291526993,20.485451818082,23.822194190042907
2004-2005,2004-12-07,Houston Rockets,89,81,New Orleans Pelicans,0OT,0,0,15.40311950556665,13.873411792007907,20.253376829727376,18.30058019485143
2004-2005,2004-12-07,Phoenix Suns,118,104,Golden State Warriors,0OT,0,1,20.688217667819792,29.154730505797883,20.980604265629015,22.32586426201179
2004-2005,2004-12-07,Sacramento Kings,109,92,Charlotte Hornets,0OT,0,1,21.549983038801408,25.705572427037453,21.288027361516242,20.30163855425353
2004-2005,2004-12-08,Philadelphia 76ers,84,119,Minnesota Timberwolves,0OT,0,1,21.75406826699446,25.855256931392553,20.854882170796095,22.38300686511083
2004-2005,2004-12-08,Washington Wizards,105,111,Denver Nuggets,0OT,0,0,12.935815869185738,19.76649687071412,17.10688166403838,20.045854234377035
2004-2005,2004-12-08,Atlanta Hawks,89,97,Memphis Grizzlies,0OT,0,1,21.49522910098766,26.458331687144426,21.237952749418824,24.00393163089366
2004-2005,2004-12-08,Detroit Pistons,90,86,Toronto Raptors,1OT,0,0,21.419290078875896,24.054966867884048,21.46877148930976,25.06614074164836
2004-2005,2004-12-08,Milwaukee Bucks,96,101,Miami Heat,0OT,1,0,22.239496317131557,21.67168973798384,19.55540061452818,22.875428700219377
2004-2005,2004-12-08,New Orleans Pelicans,79,86,New York Knicks,0OT,1,1,22.40505884400593,26.23281363711577,20.348816043482366,22.797071702736147
2004-2005,2004-12-08,Chicago Bulls,113,85,Cleveland Cavaliers,0OT,0,1,21.389761431097313,25.022333850394652,19.76980393482888,22.93596976056095
2004-2005,2004-12-08,San Antonio Spurs,96,102,Oklahoma City Thunder,0OT,0,0,23.522337659526762,11.22178217554797,24.18030441143665,19.47248570522208
2004-2005,2004-12-08,Utah Jazz,100,106,Orlando Magic,0OT,0,0,19.905521352345726,22.829865973502354,21.716674606568702,21.58919758413838
2004-2005,2004-12-08,Los Angeles Lakers,110,113,Phoenix Suns,0OT,0,1,9.416550930644608,27.516163250864842,17.245331155851858,22.844010867999426
2004-2005,2004-12-09,Houston Rockets,81,80,San Antonio Spurs,0OT,0,1,17.664254721881242,29.641753244645074,20.63818276916915,25.823042038234124
2004-2005,2004-12-09,Dallas Mavericks,102,107,Oklahoma City Thunder,0OT,0,1,24.523287913983935,20.416336631660975,23.73172362014421,21.43990048417228
2004-2005,2004-12-09,Portland Trail Blazers,89,87,Boston Celtics,0OT,0,0,11.678986387093591,18.778691790274053,17.33990775420854,21.51333394932587
2004-2005,2004-12-10,Toronto Raptors,87,101,Denver Nuggets,0OT,0,0,23.468418863184777,20.118654489776695,25.131054221952024,20.458296952272125
2004-2005,2004-12-10,Washington Wizards,106,104,New York Knicks,0OT,0,0,16.276396426416976,23.75595767087762,17.910721442430415,22.843121606771284
2004-2005,2004-12-10,Miami Heat,92,84,Memphis Grizzlies,0OT,0,0,21.19032547761591,23.88281157401874,22.91104342741965,23.88925821512661
2004-2005,2004-12-10,Brooklyn Nets,94,91,New Orleans Pelicans,1OT,0,0,17.986884177315485,21.602845599753334,20.971461571879928,20.720911885491848
2004-2005,2004-12-10,Chicago Bulls,88,93,Philadelphia 76ers,0OT,0,0,21.03174080499224,21.236663400184383,20.219009593924202,21.15958276160565
2004-2005,2004-12-10,Detroit Pistons,72,88,Atlanta Hawks,0OT,0,0,21.985850669367693,21.09106636930556,22.012763871232835,21.491637995631773
2004-2005,2004-12-10,Minnesota Timberwolves,113,105,Sacramento Kings,0OT,0,0,23.543582023908314,15.841399094494346,22.484199767735785,20.049868488118584
2004-2005,2004-12-10,Milwaukee Bucks,95,86,Indiana Pacers,0OT,0,0,21.509716678386503,14.190373339259818,20.033159391190296,19.392374204626478
2004-2005,2004-12-10,Phoenix Suns,115,106,Charlotte Hornets,0OT,0,0,24.477841828611474,17.594538367656426,22.883809658467992,19.253809162465544
2004-2005,2004-12-10,Golden State Warriors,109,113,Orlando Magic,0OT,0,0,19.049651932133482,21.841799610095073,20.88744869691984,21.79610587257655
2004-2005,2004-12-10,Utah Jazz,92,87,Portland Trail Blazers,1OT,0,1,20.19685576069447,20.759239790320194,21.906606169070848,19.454396874607948
2004-2005,2004-12-11,Atlanta Hawks,90,95,Brooklyn Nets,0OT,1,1,27.818299776979167,26.740163132986613,23.319800892484754,23.18032629106062
2004-2005,2004-12-11,Indiana Pacers,92,97,Sacramento Kings,1OT,1,1,22.642780004444862,23.88104932087076,21.365313914652237,21.97746376480006
2004-2005,2004-12-11,Memphis Grizzlies,72,68,Detroit Pistons,0OT,1,1,29.912108680514052,28.48938800202577,25.552067993393738,23.80498705252712
2004-2005,2004-12-11,Chicago Bulls,99,88,Minnesota Timberwolves,0OT,1,1,27.77380560374418,29.657686517931236,22.134939966757013,24.243910128581593
2004-2005,2004-12-11,Houston Rockets,78,102,Dallas Mavericks,0OT,0,0,18.9361432810582,22.794349451615965,20.971742257698345,23.653301449566143
2004-2005,2004-12-11,San Antonio Spurs,116,97,Cleveland Cavaliers,0OT,0,0,25.67348620011285,17.306297093135242,25.46610897250021,21.379830776051545
2004-2005,2004-12-11,Oklahoma City Thunder,84,98,Boston Celtics,0OT,0,0,20.484189355309297,19.563014132029153,21.666691382831857,21.730345361544064
2004-2005,2004-12-11,Los Angeles Clippers,87,89,Los Angeles Lakers,0OT,0,0,9.243051475438065,10.722607423865693,17.873276780038378,16.78723412770643
2004-2005,2004-12-12,New York Knicks,107,96,Denver Nuggets,0OT,0,0,22.36272618986866,20.31674315049939,22.883038824418865,20.815812697034932
2004-2005,2004-12-12,Toronto Raptors,98,106,Miami Heat,0OT,0,0,22.200985610541437,20.91955808115895,24.86627648965877,22.94191517073594
2004-2005,2004-12-12,Washington Wizards,88,69,New Orleans Pelicans,0OT,0,0,18.155472989859547,22.08910064986125,18.60751002560258,21.36450031453455
2004-2005,2004-12-12,Philadelphia 76ers,107,101,Milwaukee Bucks,0OT,0,0,20.945623162603717,21.099215631592408,21.423704914637955,20.447292742185166
2004-2005,2004-12-12,Portland Trail Blazers,98,88,Utah Jazz,0OT,0,0,21.61457238205511,21.29823136539064,20.26665317668156,22.39229000862384
2004-2005,2004-12-12,Golden State Warriors,99,87,Charlotte Hornets,0OT,0,0,19.715429211825082,18.89692783180674,21.18781224738949,19.771732317999263
2004-2005,2004-12-12,Los Angeles Lakers,105,98,Orlando Magic,0OT,1,0,20.04195556789927,21.286012280678477,18.939838670623228,21.975459192756603
2004-2005,2004-12-13,Miami Heat,106,83,Washington Wizards,0OT,1,1,27.68966856086921,25.61660474239466,24.670058952064494,20.63457829969895
2004-2005,2004-12-13,Memphis Grizzlies,86,92,Cleveland Cavaliers,0OT,0,0,25.825561132789154,18.734792114888574,25.231221839695642,21.61462144559046
2004-2005,2004-12-13,Chicago Bulls,93,94,Dallas Mavericks,0OT,0,0,24.622765652106104,21.821821566533977,22.269169126951084,23.585323135236287
2004-2005,2004-12-13,Phoenix Suns,121,100,Orlando Magic,0OT,0,1,17.076589521445467,27.964509210508858,21.337735270311427,23.770255110497526
2004-2005,2004-12-13,Los Angeles Clippers,127,134,Boston Celtics,2OT,0,0,14.19921645493391,20.004195449266398,18.57505204833291,21.91845632409705
2004-2005,2004-12-14,Charlotte Hornets,94,93,New Orleans Pelicans,1OT,0,0,19.629521905391293,21.425119115546956,20.220681165067134,21.60133261509594
2004-2005,2004-12-14,Philadelphia 76ers,110,102,Denver Nuggets,0OT,0,0,20.781913028964592,20.42816802215591,21.6526526549002,21.125716356882833
2004-2005,2004-12-14,Atlanta Hawks,97,108,Indiana Pacers,1OT,0,0,18.485845218413086,17.005547814375177,21.689599449209783,20.411147393583168
2004-2005,2004-12-14,Brooklyn Nets,79,87,New York Knicks,0OT,0,0,18.03100632172873,21.579033481801122,21.57703728676642,22.917640074912427
2004-2005,2004-12-14,Milwaukee Bucks,86,89,Sacramento Kings,0OT,0,0,20.868308792770726,17.52794268224235,20.806273970336488,20.90517935473203
2004-2005,2004-12-14,Minnesota Timberwolves,100,89,Portland Trail Blazers,0OT,0,0,19.26183649975224,21.158196964905997,22.435396410712677,20.649691041380333
2004-2005,2004-12-14,Dallas Mavericks,107,111,Golden State Warriors,0OT,1,0,28.366366174900485,20.08992893165161,25.26909395349585,21.44817494452668
2004-2005,2004-12-14,Utah Jazz,93,91,Los Angeles Clippers,0OT,0,1,20.980255143032235,25.14941234120043,22.492246630543136,21.294013976034087
2004-2005,2004-12-14,Oklahoma City Thunder,108,93,Los Angeles Lakers,0OT,0,0,15.391767384271109,20.27360000694334,20.355467074840274,19.499574781075307
2004-2005,2004-12-15,Boston Celtics,99,100,Denver Nuggets,0OT,0,1,22.127359940212347,27.32112601661693,22.72360839508531,22.979115228821946
2004-2005,2004-12-15,Cleveland Cavaliers,112,88,Portland Trail Blazers,0OT,0,1,19.538320564624822,27.868647723679498,21.818143916570087,22.535919245423067
2004-2005,2004-12-15,Toronto Raptors,96,90,Minnesota Timberwolves,0OT,0,1,16.11604080444717,26.44637737481418,22.93767354733501,24.1984725203187
2004-2005,2004-12-15,Washington Wizards,93,98,Miami Heat,0OT,0,0,23.409340167596998,24.57543856548893,20.968617812699804,24.46667416891203
2004-2005,2004-12-15,Memphis Grizzlies,88,96,Chicago Bulls,0OT,0,0,23.5268781371939,22.850305679309685,24.95310430575282,22.385522346667468
2004-2005,2004-12-15,New Orleans Pelicans,98,89,Golden State Warriors,0OT,1,1,29.31883933666022,27.067446698738706,23.766757951985877,23.27933529318001
2004-2005,2004-12-15,New York Knicks,93,94,Detroit Pistons,0OT,1,0,28.184275111350843,14.076720422515965,24.647458000780535,20.558327064041116
2004-2005,2004-12-15,Houston Rockets,92,69,Atlanta Hawks,0OT,0,1,11.05401408502232,27.114383913809814,18.429466756739494,23.8489374182298
2004-2005,2004-12-15,San Antonio Spurs,94,91,Orlando Magic,0OT,0,0,13.185751493004458,24.730036430911234,21.806470721614865,23.686701516709505
2004-2005,2004-12-15,Phoenix Suns,108,86,Utah Jazz,0OT,0,1,18.605581605813075,27.735191357274175,21.57813200006781,24.251402035333264
